timeStamp,*.*..www00...www.denominator,us-east-1.*..cloudfront00...cloudfront.monolith,us-east-1.*..webserver-elb00...webserver-elb.elb,us-east-1.zoneA..webserver09...webserver.monolith,us-east-1.*..appserver-elb00...appserver-elb.elb,us-east-1.zoneB..appserver04...appserver.monolith,us-east-1.zoneB..rdsmysql01...rdsmysql.store,us-east-1.*..content-s300...content-s3.store,us-east-1.zoneB..webserver10...webserver.monolith,us-east-1.zoneA..rdsmysql00...rdsmysql.store,us-east-1.zoneB..webserver01...webserver.monolith,us-east-1.zoneA..appserver03...appserver.monolith,us-east-1.zoneA..webserver06...webserver.monolith,us-east-1.zoneC..appserver02...appserver.monolith,us-east-1.zoneB..webserver07...webserver.monolith,us-east-1.zoneA..webserver00...webserver.monolith,us-east-1.zoneA..webserver03...webserver.monolith,us-east-1.zoneA..appserver00...appserver.monolith,us-east-1.zoneB..appserver01...appserver.monolith,us-east-1.zoneC..webserver11...webserver.monolith,us-east-1.zoneB..webserver04...webserver.monolith,us-east-1.zoneC..appserver05...appserver.monolith,us-east-1.zoneC..webserver08...webserver.monolith,us-east-1.zoneC..webserver02...webserver.monolith,us-east-1.zoneC..webserver05...webserver.monolith,tag
1475,33.551,25.12725,100.391,100.301,100.262,0,0,0.006333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1476,60.6145,60.5295,60.424,0,60.3215,0,0,0,0,0,0,0,0,0,0,0,80.375,0,0,0,0,0,0,40.355,0,0
1477,0.107,0.06075,0.13,0,0.054,0,0.008,0.01,0,0.0065,0.079,0.022,0,0,0,0,0,0.038666667,0,0,0,0,0,0,0,0
1478,0.13425,0.091,0.123,0,0.054,0.025,0.0075,0.011,0,0,0,0,0,0.02,0,0,0,0,0,0,0.083,0,0,0.082,0,0
1479,0.070666667,0.029333333,0,0,0,0,0,0.008333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,0.223,0.181,0.144,0,0.065,0.021,0.018,0,0,0.005,0,0,0,0,0,0,0,0,0,0.094,0,0.033,0,0,0.099,0
1481,0.10075,0.054,0.099,0,0.046,0,0,0.009333333,0.071,0.009,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0
1482,0.1515,0.113,0.109,0,0.051666667,0,0.005,0.008,0,0.0085,0,0,0,0,0.079,0,0,0,0.018,0.083,0,0.0235,0,0,0.081,0
1483,33.555,33.50733333,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1484,36.4012,36.3498,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,15.385,15.328,0.378,0,0.1702,0.096,0.027,0.008,0,0.014,0,0.0565,0.246,0.056,0.273,0,0,0,0,0.216,0,0.026,0.323,0,0.387,0
1486,0.071,0.027,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,0.107333333,0.064333333,0.116,0,0.056,0,0.008,0.0065,0,0,0.083,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0
1488,0.1405,0.0935,0.134,0,0.055,0,0,0.006,0,0.005,0,0,0,0,0,0,0,0,0,0.093,0,0.02,0,0,0,0
1489,0.0735,0.029,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,0.13675,0.09225,0.1185,0,0.06,0,0.012,0.013,0,0.009,0.088,0,0,0,0.087,0,0,0.023,0,0,0,0.027,0,0,0,0
1491,0.154,0.1075,0.157,0,0.058,0,0.005,0.006,0,0,0,0,0,0,0,0,0,0,0,0.097,0,0.02,0,0,0,0
1492,0.145,0.100333333,0.1095,0,0.0465,0,0,0.006,0,0.008,0,0,0,0.013,0,0,0,0.029,0,0,0,0,0.085,0,0.073,0
1493,0.1214,0.0762,0.1145,0.087,0.0515,0,0.009,0.01,0.083,0,0,0,0,0,0,0,0,0,0.016,0,0,0.028,0,0,0,0
1494,0.1032,0.0524,0.115,0,0.054,0.025,0,0.00925,0,0.009,0,0,0,0,0.081,0,0,0,0,0,0,0,0,0,0,0
1495,0.1435,0.099,0.131,0,0.048,0,0,0.017,0,0.005,0.082,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0
1496,75.1865,75.1435,150.2265,300.295,150.156,0,0,0.01,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0.083,0,1
1497,0.077333333,0.032666667,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1498,0.12775,0.08325,0.108,0,0.048,0,0.016,0.011,0,0.004,0.093,0.013,0,0,0,0,0,0,0,0,0,0.031,0.068,0,0,0
1499,0.104,0.05875,0.105,0,0.051,0,0,0.009666667,0,0.01,0.077,0,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0
1500,0.114,0.070333333,0.122,0,0.063,0,0,0.0125,0,0.009,0,0,0,0,0,0,0,0.025,0,0.091,0,0,0,0,0,0
1501,0.1175,0.0735,0.1,0.07,0.048,0,0,0.006,0,0.007,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,0.2762,0.2264,0.313666667,0,0.071666667,0,0.015,0.0085,0,0.010666667,0,0.0285,0.177,0,0,0,0,0.023,0.047,0,0,0,0.089,0.069,0,0
1503,0.16925,0.120333333,0.1265,0,0.0525,0,0.005,0.007,0,0.005,0,0.019,0,0.02,0,0.084,0,0,0,0,0,0,0,0.093,0,0
1504,0.16225,0.148,0.11625,0,0.053,0.019666667,0.006666667,0,0,0.005,0.099,0,0.07,0,0,0,0.087,0.021,0,0.08,0,0,0,0,0,0
1505,150.738,75.3275,150.584,0,0,0,0,0.007,0,0,0,0,0,0,0,150.544,0,0,0,0,0,0,0,0,0,1
1506,25.2765,25.1935,100.656,0,0,0,0,0.009,100.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,67.65266667,67.56,67.41766667,0,0,0,0,0,0,0,0,0,0,0,0,0,50.6,0,0,80.57,70.782,0,0,0,0,0
1508,0.0595,0.02,0,0,0.3102,0,0.009666667,0.006,0,0.0235,0,0.061,0,0.062,0,0,0,0,0.296,0,0,0.07,0,0,0,0
1509,0.08,0.028,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,0.121,0.073333333,0.135,0,0.065,0.025,0,0.007,0,0.009,0,0,0,0,0,0,0,0,0,0.097,0,0,0,0,0,0
1511,0.167333333,0.103,0.127,0,0.061,0,0,0.015,0.089,0.009,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0
1512,0.112333333,0.09025,0.119,0,0.0615,0,0,0.007,0,0.008,0.095,0,0,0.025,0,0,0,0,0.021,0,0,0,0.083,0,0,0
1513,0.064,0.02575,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514,0.1525,0.125,0.1175,0,0.05725,0.023,0.005,0.014,0.087,0.006,0,0,0.087,0,0,0.074,0,0,0.0195,0,0,0.02,0,0,0.091,0
1515,0.134,0.065666667,0.122,0,0.054,0.022,0.006,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0
1516,0.12975,0.08825,0.113,0,0.048,0,0.007,0.0105,0,0,0,0,0,0,0,0.0805,0,0.022,0,0,0,0,0,0,0,0
1517,0.110333333,0.062666667,0.113,0,0.047,0,0.005,0.006,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0.085,0,0,0
1518,25.264,25.218,25.17375,0,0.055333333,0,0.005,0,0,0.01,0,0.022,0,0,0.093,0,0.084,0.021,0.025,0,0,0,0.087,0,0,1
1519,0.150333333,0.103666667,0.109,0,0.053,0.0235,0.009,0.007,0,0,0,0,0,0,0.076,0,0,0,0,0,0,0,0,0,0.081,0
1520,0.147,0.108666667,0.118,0,0.062333333,0,0.01,0.019,0,0.006,0,0,0,0.023,0.077,0,0,0.027,0.023,0,0.111,0,0,0.092,0,0
1521,0.12775,0.08825,0.117,0.075,0.053,0.023,0.01,0.0075,0,0.009,0,0.024,0,0,0,0,0,0,0,0,0.097,0,0,0,0,0
1522,0.11425,0.06,0.115,0,0.049,0,0.005,0.011333333,0,0,0.083,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0
1523,0.156,0.115333333,0.123,0,0.056,0.019,0.013,0.007,0,0.004,0,0,0,0.029,0,0.086,0.093,0,0,0,0,0,0,0,0,0
1524,0.192666667,0.151333333,0.116333333,0,0.051,0.019,0.0075,0,0,0.008,0,0,0,0.025,0,0.087,0.083,0,0,0,0.081,0.022,0,0,0,0
1525,0.0815,0.028,0,0,0,0,0,0.0085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1526,0.1345,0.09025,0.1175,0,0.0545,0.02,0,0.015,0,0.009,0,0.027,0,0,0,0,0.086,0,0,0,0.079,0,0,0,0,0
1527,75.27,75.221,150.385,0,150.31,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.351,1
1528,0.0835,0.032,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,0.124333333,0.078333333,0.138,0,0.067,0.022,0.006,0.0145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0
1530,0.14175,0.117,0.128,0,0.0575,0,0.008,0.007,0,0.0085,0,0.0265,0,0.081,0,0,0,0,0,0.085,0.101,0,0,0,0,0
1531,0.120333333,0.064,0.13,0,0.054,0.019,0.005,0.016333333,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0
1532,0.20425,0.156,0.119,0.088,0.0525,0,0.007,0,0.101,0.005,0,0,0.091,0.021,0,0,0.077,0.027,0,0,0,0.02,0,0,0,0
1533,0.13625,0.08675,0.1155,0,0.0525,0,0.0065,0.0085,0.084,0,0,0.02,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0
1534,0.1245,0.0825,0.111,0,0.055,0,0.006,0.013,0,0,0,0.022,0,0,0.089,0,0,0,0,0,0,0,0,0,0,0
1535,0.156,0.110333333,0.126,0.098,0.056,0,0.0065,0.006,0,0,0,0.019,0,0,0,0,0,0,0.025,0,0,0,0,0.089,0,0
1536,0.0655,0.02375,0,0,0,0,0,0.00975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,0.1395,0.0945,0.132,0,0.067,0,0.006,0.007,0,0,0,0,0,0.022,0,0,0.096,0,0,0,0,0,0,0,0,0
1538,35.24,35.191,70.331,70.3,70.264,0,0,0.007,0,0,0,0,0,70.233,0,0,0,0,0,0,0,0,0,0,0,1
1539,0.158666667,0.113,0.121,0.081,0.055,0,0.006,0.013,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,0.067666667,0.022666667,0.119,0,0.051,0,0.005,0.008333333,0.088,0.004,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,0.1345,0.084,0.117,0,0.055,0,0.008,0.006,0,0,0,0.022,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0
1542,0.1054,0.0562,0.118,0,0.056,0,0.011,0.0115,0,0,0,0,0,0,0.085,0,0,0.027,0,0,0,0,0,0,0,0
1543,0.189,0.138,0.128,0.09,0.058,0.023,0.005,0.052,0.086,0.008,0,0,0,0.02,0,0,0,0.027,0,0.083,0,0,0,0,0,0
1544,0.151666667,0.104666667,0.1135,0.098,0.054,0.025,0,0.009,0,0.0095,0,0,0,0,0.07,0,0,0,0,0,0,0.024,0,0,0,0
1545,0.1278,0.079,0.122,0,0.0545,0,0.0085,0.008,0,0,0,0.027,0,0,0,0,0,0,0.02,0,0,0,0,0.09,0,0
1546,0.114,0.067666667,0.112,0,0.055,0.023,0.009,0.016,0,0,0,0,0,0,0.084,0,0,0,0,0,0,0,0,0,0,0
1547,0.1285,0.0815,0.1085,0,0.05,0,0,0.0065,0,0.005,0,0,0,0.02,0,0.0745,0,0.014,0,0,0,0,0,0,0,0
1548,0.07425,0.028666667,0,0,0,0,0,0.009666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,0.159333333,0.0915,0.117,0.08,0.0525,0,0.009,0.006,0,0.005,0,0,0,0,0,0,0,0.025,0.02,0.082,0,0,0,0,0,0
1550,33.72433333,33.63266667,33.6,0,33.53933333,0.019,0.005,0,0,0.005,0,0,0,0,0,0.083,0,0.02,0,0,0,0,0.079,0,100.542,1
1551,14.2786,14.2014,23.578,0,23.48066667,0.021,0,0.0085,0,0.006,0,0,0,0,70.377,0,0,0,0.023,0,0,0,0.0815,0,0,0
1552,3.815,3.721333333,5.275,0,5.154,0,0.03,0.008,0,0.041666667,0,0,0,0.14875,0.478,0,0,0,0,0,0,0,0,0,9.948,0
1553,0.1664,0.1194,0.139333333,0,0.064333333,0,0.006,0.0165,0.0965,0.009,0,0,0,0.022,0,0,0,0,0.024,0,0,0,0.094,0,0,0
1554,0.222666667,0.176333333,0.135666667,0,0.057333333,0.021,0.005,0,0,0.0115,0,0.026,0,0.028,0,0,0.09,0,0,0,0,0,0.136,0.082,0,0
1555,0.083,0.031666667,0,0,0,0,0,0.013333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,0.077333333,0.024666667,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,0.144,0.0818,0.1245,0,0.059,0.021,0.006,0.010666667,0.09,0.008,0,0.024,0,0,0.085,0,0,0,0,0,0,0,0,0,0,0
1558,0.144,0.117,0.128,0,0.0605,0,0.005,0.012,0.09,0.006,0,0,0,0,0,0,0,0,0.021,0,0,0.023,0.091,0,0,0
1559,60.88466667,60.81866667,0.121,0,0.062,0,0,0,0.089,0.014,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,1
1560,44.46933333,55.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1561,0.1515,7.093,0.638,0.521,0.255,0.0225,0.01,0.009,0,0.011,0,0.0785,0,0,0.432,0.544,0.091,0.022,0.154,0,0.559,0,0,0,0.536,0
1562,0.152,0.109,0.1205,0,0.054,0,0,0.007,0,0.005,0,0.0195,0,0,0.077,0,0,0,0,0,0,0,0,0.097,0,0
1563,0.16775,0.121,0.118666667,0.088,0.051,0,0.005,0.011,0,0.005,0,0,0.081,0.021,0,0,0,0.015,0,0,0,0,0,0,0.083,0
1564,0.2268,0.1794,0.143,0.085,0.0716,0.023,0.008666667,0,0,0.0085,0.094,0,0.088,0.03,0,0,0,0.022,0.026,0,0,0,0,0,0.1285,0
1565,0.1478,0.1012,0.119333333,0.091,0.056333333,0,0.006,0.0095,0,0.007,0,0.0205,0,0,0.095,0,0,0,0,0,0,0.023,0,0,0.085,0
1566,0.1415,0.1,0.127,0,0.055,0,0.005,0.013,0,0,0,0,0,0,0,0,0,0,0.02,0.083,0,0,0,0,0,0
1567,0.118666667,0.070666667,0.122,0,0.052,0,0.005,0.011,0,0,0,0,0,0.02,0,0,0,0,0,0,0.083,0,0,0,0,0
1568,0.076333333,0.029666667,0,0,0,0,0,0.010333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1569,0.119,0.069,0.125,0,0.057,0,0,0.0085,0,0.005,0,0,0,0.02,0.085,0,0,0,0,0,0,0,0,0,0,0
1570,75.1655,75.118,300.357,0,300.298,0,0,0.009,0,0,300.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1571,0.071,0.027,0,0,0,0,0,0.009666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,0.115,0.068333333,0.122,0,0.06,0,0.005,0.011,0,0,0,0.02,0,0,0,0,0,0,0,0,0.086,0,0,0,0,0
1573,0.095,0.0525,0.101,0,0.046,0,0.009,0.008,0,0,0,0.023,0,0,0,0,0,0,0,0.069,0,0,0,0,0,0
1574,0.072333333,0.026,0,0,0,0,0,0.007666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1575,0.1,0.068666667,0.118,0,0.047,0,0.005,0.0145,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.087,0,0
1576,0.118666667,0.072666667,0.121,0,0.054,0,0,0.0105,0,0.0095,0,0,0,0.031,0,0,0,0,0,0.092,0,0,0,0,0,0
1577,0.0675,0.024333333,0,0,0,0,0,0.009666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,0.202333333,0.154666667,0.117666667,0,0.057666667,0.024,0.0095,0,0,0.01,0,0.025,0,0,0.084,0.081,0,0,0.026,0,0.1,0,0,0,0,0
1579,0.112,0.068666667,0.113,0,0.053,0,0,0.0085,0,0.009,0,0,0,0,0,0.079,0,0,0,0,0,0.024,0,0,0,0
1580,0.116666667,0.072333333,0.127,0,0.057,0,0.007,0.01,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0
1581,50.22466667,50.17566667,150.437,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.403,0,0,1
1582,55.352,55.296,110.522,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.48,0
1583,0.078,0.031,0,0,0,0,0,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,3.603333333,3.548333333,10.573,10.541,0.193666667,0.1555,0.011,0.006,0,0.025,0,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0
1585,0.183,0.118,0.1265,0,0.054,0,0.006,0.007,0,0.006,0,0.023,0,0,0,0,0.093,0,0,0,0,0.022,0.085,0,0,0
1586,0.085,0.099,0.131,0,0.063,0.028,0,0.007,0,0.011,0,0,0,0,0,0,0,0,0,0.092,0,0,0,0,0,0
1587,0.075,0.031,0,0,0,0,0,0.012666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,0.1405,0.0885,0.118,0,0.048,0,0,0.009,0,0.005,0,0,0,0,0,0,0,0.02,0,0,0.084,0,0,0,0,0
1589,0.143,0.09,0.122,0,0.053,0,0,0.006,0,0.006,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0.079,0,0
1590,0.108,0.058333333,0.098,0,0.044,0,0,0.006,0,0.005,0,0,0.072,0,0,0,0,0,0.014,0,0,0,0,0,0,0
1591,0.1856,0.126,0.122,0,0.055666667,0,0.0055,0.01,0,0.005,0,0,0,0,0,0,0,0,0.02,0.093,0,0.0215,0,0.083,0.084,0
1592,0.207,0.174333333,0.138666667,0,0.063333333,0.024,0.009,0,0,0.0095,0.129,0,0,0,0,0.096,0,0.024,0.028,0,0.077,0,0,0,0,0
1593,25.25125,25.2055,25.16725,0,0.057,0,0.0055,0,0.092,0.01,0,0.02,0,0,0,0,0,0,0.026,0,0,0.021,0,0.085,0.093,1
1594,0.13925,0.09225,0.119,0,0.053,0,0.012,0.013,0,0.009,0,0,0.09,0.024,0,0,0,0,0.028,0,0,0,0,0.09,0,0
1595,0.082333333,0.032333333,0,0,0.062,0,0,0.012333333,0,0.005,0,0.021,0,0,0,0,0.089,0,0,0,0,0,0,0,0,0
1596,0.10325,0.057,0.122,0,0.058,0.021,0,0.008,0,0.005,0,0,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,0.13275,0.066666667,0.122,0,0.056,0,0.005,0.0065,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0.083,0,0,0
1598,0.137,0.108,0.1165,0.09,0.051,0.016,0.006,0.006,0,0.006,0,0,0,0,0,0.072,0,0.021,0,0,0,0,0,0,0,0
1599,0.158666667,0.108,0.1125,0,0.052,0,0.007,0.007,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0.0215,0,0,0.088,0
1600,0.202,0.161666667,0.127333333,0,0.057,0,0.006,0,0,0.0135,0.109,0,0,0,0,0.089,0,0.026,0.022,0,0,0,0,0,0.094,0
1601,0.1485,0.1095,0.134,0,0.057,0,0.009,0.033,0,0,0.092,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0
1602,0.178,0.1354,0.128,0.079,0.0555,0,0.007,0.008,0,0.007666667,0,0.02,0,0,0.087,0,0.096,0.022,0.026,0,0.077,0,0,0,0,0
1603,37.74675,37.70125,50.21933333,0,50.146,0,0.007,0.014,0.089,0.005,0,0.02,0,0,0,0,0,0,0,0,0,0,150.35,0.093,0,1
1604,0.195333333,0.145333333,0.112666667,0,0.052666667,0,0.008,0,0.078,0.0085,0,0,0,0.022333333,0,0,0.074,0,0,0,0.082,0,0,0,0,0
1605,7.282333333,6.914666667,10.321,0,10.253,0,0,0.011,0,0.009,0,0,0.093,0,0,0,0,0.024,0,0,0,0,0,20.476,0,0
1606,0.11,0.063666667,0.114,0,0.048,0,0.012,0.0085,0,0,0,0,0.088,0,0,0,0,0,0.022,0,0,0.0685,0,0,0,0
1607,0.1745,0.1325,0.130333333,0,0.058666667,0,0.007,0.01,0.08,0.008,0,0,0.103,0,0,0,0,0.0225,0,0,0,0.025,0,0,0.098,0
1608,0.209666667,0.165333333,0.123333333,0,0.056666667,0.027,0.0095,0,0,0.005,0.094,0,0,0,0,0.087,0,0,0.022,0,0,0,0,0.09,0,0
1609,0.116333333,0.069666667,0.11,0,0.057,0.031,0,0.009,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0,0,0
1610,0.126,0.077666667,0.137,0,0.055,0,0,0.0135,0,0.011,0,0,0,0,0.102,0,0,0.027,0,0,0,0,0,0,0,0
1611,0.071,0.020333333,0,0,0,0,0,0.007333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1612,0.1735,0.1235,0.122,0,0.057666667,0.013,0.007,0.006,0.064,0.0045,0,0.024,0,0,0.104,0,0,0.031,0,0,0,0,0.087,0,0,0
1613,62.93725,62.86775,83.76766667,0,83.608,0,0,0.031,0,0,0,70.207,100.293,100.169,0,80.311,70.398,0,80.184,0,0,0,0,0,0,1
1614,0.072,0.023,0,0,0,0,0,0.0055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,0.1375,0.09425,0.1275,0,0.058,0,0.013,0.0115,0,0.003333333,0,0.033,0,0,0,0,0,0,0.023,0,0.096,0,0,0.076,0,0
1616,0.1765,0.126666667,0.132,0.098,0.0615,0,0.011,0.016,0,0.008,0,0,0,0,0,0,0,0,0.023,0,0,0.026,0,0.093,0,0
1617,0.125,0.0994,0.116333333,0.085,0.058333333,0,0.009,0.008,0,0.005,0,0,0,0.019,0,0,0.088,0.026,0.024,0,0,0,0,0.091,0,0
1618,0.154333333,0.11,0.122,0,0.057,0,0,0.005,0,0.0065,0,0.019,0,0,0,0,0,0.024,0,0,0.095,0,0,0.083,0,0
1619,0.13,0.09175,0.1265,0,0.053,0,0,0.0095,0,0.007,0,0.022,0,0,0,0,0,0,0,0,0,0,0.079,0,0,0
1620,0.151333333,0.107666667,0.12,0,0.055333333,0.021,0.006,0.007,0,0.0085,0.079,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.091,0
1621,0.1355,0.066,0.119,0.086,0.06,0,0.008,0.0095,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0
1622,0.074,0.072333333,0.123,0,0.063,0,0,0.009,0,0.005,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0.094,0
1623,0.115333333,0.072666667,0.133,0,0.056,0,0,0.012,0,0.005,0,0,0,0,0,0,0,0,0,0,0.095,0.02,0,0,0,0
1624,0.134,0.086,0.119,0,0.048,0,0,0.007,0,0.005,0,0,0.092,0.019,0,0,0,0,0,0,0,0,0,0,0,0
1625,0.150666667,0.11,0.1195,0,0.051,0,0.0045,0.011,0.082,0,0,0,0,0.019,0,0.086,0,0.019,0,0,0,0,0,0,0,0
1626,20.1628,20.119,50.218,0,50.1505,0,0.005,0.011333333,0,0,0,0,0,0.02,0,100.273,0,0,0,0.084,0,0,0,0,0,1
1627,0.173,0.1268,0.11725,0,0.04875,0.024,0.007,0.012,0.073,0.0065,0,0.02,0,0.024,0,0,0,0,0,0.093,0,0.016,0.086,0,0.077,0
1628,0.113,0.029,0,0,0,0,0,0.0115,0,0.015,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0
1629,0.098666667,0.083,0.116,0,0.055,0.022,0.005,0.006,0,0.009,0,0,0,0,0,0.084,0,0,0,0,0.076,0,0,0,0,0
1630,0.069,0.03,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,0.073,0.028,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,0.13,0.0855,0.108,0,0.0465,0,0.008,0.0145,0.082,0.004,0,0,0,0,0,0,0,0.022,0,0,0.078,0.014,0,0,0,0
1633,0.15775,0.11575,0.113,0,0.048666667,0,0.0055,0.014,0,0.009,0,0,0,0,0.063,0,0,0,0.023,0,0.091,0.0185,0.082,0,0,0
1634,25.2205,25.1745,0.117,0,0.051,0,0.01,0.0095,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0.077,0,0,1
1635,23.51866667,23.461,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,6.2012,6.1544,0.22575,0,0.13225,0.018,0.007666667,0.006,0,0.01,0,0,0.2615,0.0855,0.082,0,0.11,0,0.127,0,0,0,0,0,0,0
1637,0.157333333,0.109666667,0.1135,0,0.055,0.021,0,0.007,0.088,0.0075,0.082,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0
1638,0.135,0.09,0.1165,0.087,0.055,0,0.0075,0.0115,0,0,0,0,0,0.024,0,0,0,0,0.02,0,0,0,0,0,0,0
1639,0.145,0.10025,0.14,0.091,0.0625,0,0.012,0.0075,0,0.007,0,0,0,0.022,0,0,0,0,0.028,0.099,0,0,0,0,0,0
1640,0.169333333,0.12,0.1345,0,0.056,0,0.01,0.007,0,0.006,0,0,0,0,0,0.092,0,0.025,0.027,0,0,0,0,0.094,0,0
1641,0.2075,0.159,0.127,0,0.061,0,0.006,0,0.09,0.006,0,0,0,0,0,0,0,0.021,0,0,0,0.022,0.094,0,0,0
1642,0.108,0.05925,0.135,0,0.063,0,0,0.006666667,0,0.009,0,0,0,0,0.091,0,0,0.024,0,0,0,0,0,0,0,0
1643,0.073,0.026,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,0.112333333,0.070333333,0.122,0,0.058,0.023,0.008,0.013,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1645,0.07275,0.02775,0,0,0,0,0,0.0115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1646,0.1476,0.1056,0.124666667,0,0.055666667,0,0,0.01,0,0.007333333,0,0,0,0.02,0,0,0.0875,0.024,0,0,0,0,0.1,0,0,0
1647,0.06925,0.024,0,0,0,0,0,0.00775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,0.155333333,0.112333333,0.1185,0,0.056,0,0.01,0.014,0,0.008,0,0,0,0,0,0,0,0.023,0.026,0,0.085,0,0.084,0,0,0
1649,0.115,0.068333333,0.108,0,0.054,0,0,0.0085,0,0.012,0,0,0.081,0.026,0,0,0,0,0,0,0,0,0,0,0,0
1650,0.0956,0.0522,0.11,0,0.047,0.02,0.005,0.01075,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0,0,0,0,0
1651,100.2605,100.205,200.342,0,200.1675,0,0,0.007,0,0.012,0,0.027,0,0,400.369,0,0,0,0,0.082,0,0,0,0,0,1
